date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:58	4467/4467	---MCZ	200	added ('OK')	text/css	etag:W/%2266fd5c48-1173%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/simplebar/simplebar.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/simplebar/simplebar.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:28:58	1895/1895	---MCZ	200	added ('OK')	text/css	etag:W/%2266fd5c48-767%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/slick/slick.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/slick/slick.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:28:59	3349/3349	---MCZ	200	added ('OK')	text/css	etag:W/%2266fd5c48-d15%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/slick/slick-theme.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/slick/slick-theme.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:28:59	27797/27797	---MCZ	200	added ('OK')	text/css	etag:W/%2266fd5c48-6c95%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/filepond/filepond.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/filepond/filepond.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:28:59	3314/3314	---MCZ	200	added ('OK')	text/css	etag:W/%2266fd5c48-cf2%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/filepond/image-preview.min.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/vendor/filepond/image-preview.min.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:00	52599/52599	---MCZ	200	added ('OK')	text/css	etag:W/%2267b998c4-cd77%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/css/responsive.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/css/responsive.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:00	153807/153807	---MCZ	200	added ('OK')	text/html	etag:W/%2267bef6a2-258cf%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/index.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/index-2.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:00	18687/18687	---M--	200	added ('OK')	image/png	etag:%2267645542-48ff%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/images/logo/1.png	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/images/logo/1.png	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	141779/141779	---MCZ	200	added ('OK')	text/html	etag:W/%2267b86b18-229d3%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ecommerce_dashboard.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ecommerce_dashboard.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	1457826/1457826	---MCZ	200	added ('OK')	text/css	etag:W/%2267bf0bc0-163ea2%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/css/style.css	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/assets/css/style.css	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	111200/111200	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1b260%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/calendar.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/calendar.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	212313/212313	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-33d59%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/profile.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/profile.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	271892/271892	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-42614%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/setting.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/setting.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:01	203637/203637	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-31b75%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/project_app.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/project_app.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:02	139441/139441	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-220b1%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/project_details.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/project_details.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:02	145377/145377	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-237e1%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/to_do.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/to_do.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:02	184670/184670	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-2d15e%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/team.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/team.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:03	163706/163706	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-27f7a%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/api.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/api.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:03	216873/216873	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-34f29%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ticket.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ticket.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:03	116584/116584	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1c768%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ticket_details.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ticket_details.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:04	184434/184434	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-2d072%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/email.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/email.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:04	126513/126513	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-1ee31%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/read_email.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/read_email.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:04	130610/130610	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-1fe32%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cart.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cart.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:04	180080/180080	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-2bf70%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:04	127284/127284	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1f134%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/add_product.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/add_product.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:05	137707/137707	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-219eb%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product_details.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product_details.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:05	129623/129623	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1fa57%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product_list.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/product_list.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:05	203641/203641	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-31b79%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:05	131672/131672	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-20258%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders_details.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders_details.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:06	132747/132747	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-2068b%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders_list.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/orders_list.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:06	167731/167731	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-28f33%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/checkout.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/checkout.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:06	122208/122208	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1dd60%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/wishlist.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/wishlist.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:06	119093/119093	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1d135%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/invoice.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/invoice.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:07	200524/200524	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-30f4c%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/chat.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/chat.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:07	219170/219170	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-35822%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/filemanager.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/filemanager.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:07	149332/149332	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-24754%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/bookmark.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/bookmark.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:08	121605/121605	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1db05%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/kanban_board.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/kanban_board.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:08	135977/135977	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-21329%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/timeline.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/timeline.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:08	138081/138081	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-21b61%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/faq.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/faq.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:08	140577/140577	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-22521%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/pricing.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/pricing.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:09	118632/118632	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1cf68%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/gallery.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/gallery.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:09	146523/146523	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-23c5b%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/blog.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/blog.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:09	150456/150456	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-24bb8%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/blog_read_more.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/blog_read_more.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:09	108756/108756	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1a8d4%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/add_blog.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/add_blog.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:10	127818/127818	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1f34a%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/widget.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/widget.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:10	812460/812460	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-c65ac%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cheatsheet.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cheatsheet.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:10	145201/145201	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-23731%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/alert.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/alert.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:10	136119/136119	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-213b7%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/badges.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/badges.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:11	201412/201412	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-312c4%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/buttons.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/buttons.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:11	145519/145519	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-2386f%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cards.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/cards.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:11	309920/309920	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-4baa0%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/dropdown.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/dropdown.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:12	138602/138602	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-21d6a%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/grid.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/grid.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:12	151448/151448	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-24f98%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/avtar.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/avtar.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:12	183774/183774	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-2cdde%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/tabs.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/tabs.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:13	191493/191493	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-2ec05%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/accordions.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/accordions.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:13	149752/149752	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-248f8%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/progress.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/progress.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:13	138964/138964	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858d0-21ed4%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/notifications.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/notifications.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:13	405674/405674	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-630aa%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/list.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/list.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:14	155673/155673	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-26019%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/helper_classes.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/helper_classes.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:14	119597/119597	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1d32d%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/background.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/background.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:14	120732/120732	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1d79c%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/divider.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/divider.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
17:29:14	121006/121006	---MCZ	200	added ('OK')	text/html	etag:W/%2267b858ce-1d8ae%22	https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ribbons.html	C:/MAMP/htdocs/axelit/phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/ribbons.html	(from https://phpstack-1384472-5121645.cloudwaysapps.com/template/html/axelit/template/)
