date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:43	7118/7118	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1bce%22	https://eliteadmin.themedesigner.in/demos/bt4/material/pages-login.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/pages-login.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:44	71113/71113	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-115c9%22	https://eliteadmin.themedesigner.in/demos/bt4/material/index2.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/index2.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:44	67309/67309	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-106ed%22	https://eliteadmin.themedesigner.in/demos/bt4/material/index3.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/index3.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:45	80164/80164	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-13924%22	https://eliteadmin.themedesigner.in/demos/bt4/material/index4.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/index4.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:45	61658/61658	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f0da%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-calendar.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-calendar.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:45	63493/63493	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f805%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-chat.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-chat.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:46	82595/82595	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-142a3%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-ticket.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-ticket.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:46	88005/88005	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-157c5%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-contact.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-contact.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:47	68854/68854	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10cf6%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-contact2.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-contact2.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:47	72581/72581	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-11b85%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-contact-detail.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-contact-detail.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:47	81949/81949	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1401d%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-email.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-email.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:48	65239/65239	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-fed7%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-email-detail.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-email-detail.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:48	59958/59958	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ea36%22	https://eliteadmin.themedesigner.in/demos/bt4/material/app-compose.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/app-compose.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:49	90235/90235	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed9477-1607b%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-cards.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-cards.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:49	75721/75721	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-127c9%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-user-card.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-user-card.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:50	305258/305258	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-4a86a%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-buttons.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-buttons.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:50	83745/83745	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-14721%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-modals.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-modals.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:51	83213/83213	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1450d%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-tab.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-tab.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:51	57951/57951	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e25f%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-tooltip-popover.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-tooltip-popover.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:52	75139/75139	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed9477-12583%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-tooltip-stylish.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-tooltip-stylish.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:52	64456/64456	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-fbc8%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-sweetalert.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-sweetalert.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:52	66089/66089	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10229%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-notification.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-notification.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:53	76509/76509	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-12add%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-progressbar.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-progressbar.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:53	65444/65444	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ffa4%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-nestable.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-nestable.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:54	58983/58983	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e667%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-range-slider.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-range-slider.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:54	61926/61926	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f1e6%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-timeline.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-timeline.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:54	68462/68462	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10b6e%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-typography.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-typography.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:55	69525/69525	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10f95%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-horizontal-timeline.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-horizontal-timeline.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:55	55362/55362	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d842%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-session-timeout.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-session-timeout.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:56	57267/57267	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-dfb3%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-session-ideal-timeout.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-session-ideal-timeout.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:56	85304/85304	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-14d38%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-bootstrap.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-bootstrap.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:57	58414/58414	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e42e%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-breadcrumb.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-breadcrumb.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:57	62587/62587	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-f47b%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-bootstrap-switch.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-bootstrap-switch.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:58	143907/143907	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-23223%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-list-media.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-list-media.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:58	68351/68351	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10aff%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-ribbons.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-ribbons.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:59	81764/81764	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-13f64%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-grid.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-grid.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:59	80774/80774	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-13b86%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-carousel.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-carousel.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:19:59	68180/68180	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10a54%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-offcanvas.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-offcanvas.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:00	56829/56829	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ddfd%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-date-paginator.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-date-paginator.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:00	59105/59105	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e6e1%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-dragable-portlet.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-dragable-portlet.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:01	64442/64442	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-fbba%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-spinner.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-spinner.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:01	68985/68985	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-10d79%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-scrollspy.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-scrollspy.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:01	70093/70093	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-111cd%22	https://eliteadmin.themedesigner.in/demos/bt4/material/ui-toasts.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/ui-toasts.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:02	130898/130898	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1ff52%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-basic.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-basic.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:03	116321/116321	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1c661%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-layout.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-layout.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:03	109985/109985	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1ada1%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-addons.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-addons.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:04	65705/65705	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-100a9%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-material.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-material.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:04	61366/61366	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-efb6%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-float-input.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-float-input.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:04	82374/82374	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-141c6%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-pickers.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-pickers.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:05	59663/59663	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e90f%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-upload.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-upload.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:05	67578/67578	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-107fa%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-mask.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-mask.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:06	78404/78404	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-13244%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-validation.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-validation.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:06	78197/78197	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-13175%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-bootstrap-validation.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-bootstrap-validation.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:06	55383/55383	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d857%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-dropzone.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-dropzone.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:07	76348/76348	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-12a3c%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-icheck.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-icheck.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:07	84738/84738	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-14b02%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-img-cropper.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-img-cropper.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:08	55567/55567	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-d90f%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-bootstrapwysihtml5.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-bootstrapwysihtml5.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:08	59203/59203	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e743%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-typehead.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-typehead.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:08	100216/100216	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-18778%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-wizard.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-wizard.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:09	61300/61300	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-ef74%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-xeditable.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-xeditable.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:09	57418/57418	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-e04a%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-summernote.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-summernote.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:10	56055/56055	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-daf7%22	https://eliteadmin.themedesigner.in/demos/bt4/material/form-tinymce.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/form-tinymce.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:10	85874/85874	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-14f72%22	https://eliteadmin.themedesigner.in/demos/bt4/material/table-basic.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/table-basic.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
17:20:11	117136/117136	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed8085-1c990%22	https://eliteadmin.themedesigner.in/demos/bt4/material/table-layout.html	C:/MAMP/htdocs/axelit1/eliteadmin.themedesigner.in/demos/bt4/material/table-layout.html	(from https://eliteadmin.themedesigner.in/demos/bt4/material/)
